community_area,pickup_ca,n_trips,mean_distance,mean_fare,annual_spend_2_trips_per_week,median_income,annual_spend_pct_income
Lincoln Park,7,255227,3.3040979206745367,12.311824375947685,1280.4297350985591,152968.9608636977,0.8370519926846337
Englewood,68,10477,5.522783239476949,12.31411663644173,1280.6681301899398,40259.09810126582,3.181065127113896
