high_poverty_mean_fare,affluent_mean_fare,cost_gap_per_trip_high_minus_affluent,high_poverty_mean_distance,affluent_mean_distance,distance_gap_miles_high_minus_affluent,high_poverty_annual_trips_per_resident_est,affluent_annual_trips_per_resident_est,high_poverty_annual_spend_per_resident_est,affluent_annual_spend_per_resident_est,annual_spend_per_resident_gap_high_minus_affluent
12.508300069695242,14.022821987709847,-1.514521918014605,5.527641132864474,4.448261818936394,1.0793793139280803,5.318848422379914,26.158631225355073,66.5297520923531,366.8178291153025,-300.28807702294944
